鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),現況格局-房,現況格局-廳,現況格局-衛,現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註
香山區,地+建,牛埔南路121～150號,107,住107,,,10501,土地1建物1,A一層=98.43，地下一層=64.45,1層,店面,住家用,加強磚造,5907,162.88,3房,2廳,2衛,有隔間,無管理組織,16300000,330822,,0,0,無
東區,地+建,千甲路７巷３弄1～30號,135.52,,特定農業區,丁建135.52,10501,土地1建物1,A一層=91.78，二層=91.78，三層=91.78，四層=43.29,4層,透天厝,住工用,鋼筋混凝土造,8302,351.34,7房,3廳,4衛,有隔間,無管理組織,16300000,153368,,0,0,無
北區,地+建,武陵路１７9巷1～30號,8.218,它8.218,,,10412,土地2建物1,,20層,住宅大樓,見其他登記事項,鋼筋混凝土造,8905,69.961,2房,1廳,1衛,有隔間,有管理組織,4800000,226810,,0,0,黃昱潔、黃愛淨合併申報
香山區,地+建,牛埔路１６０巷1～30號,13.036,住13.036,,,10502,土地1建物1,A四層=71.62,12層,住宅大樓,商業用，共同使用部份,鋼筋混凝土造,8302,106.709,2房,2廳,1衛,有隔間,有管理組織,4250000,131662,,0,0,無
北區,地+建+車,北大路９２巷31～60號,33.977,住33.977,,,10501,土地1建物1車位1,A四層=113.86,9層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10410,223.937,4房,2廳,2衛,有隔間,有管理組織,16950000,250218,升降平面,51.03,0,無
北區,地+建+車,北大路９２巷31～60號,33.977,住33.977,,,10501,土地1建物1車位1,A五層=113.86,9層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10410,223.937,4房,2廳,2衛,有隔間,有管理組織,17460000,257747,升降平面,51.03,0,無
北區,地+建,和平路２２４巷1～30號,99,住99,,,10501,土地1建物1,A一層=61.66，二層=61.66,2層,透天厝,住家用,加強磚造,6704,123.32,5房,2廳,4衛,有隔間,無管理組織,11280000,302378,,0,0,與29680連件
東區,地+建+車,民族路241～270號,18.112,住18.112,,,10501,土地1建物1車位1,A六層=69.02,8層,華廈,住家用，共同使用部份,鋼筋混凝土造,8501,112.435,3房,2廳,2衛,有隔間,有管理組織,6520000,191699,升降機械,0,0,無
北區,地+建+車,北大路９２巷31～60號,33.977,住33.977,,,10501,土地1建物1車位1,A三層=113.86,9層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10410,223.937,4房,2廳,2衛,有隔間,有管理組織,17250000,254647,升降平面,51.03,0,無
北區,地+建+車,北大路９２巷31～60號,33.428,住33.428,,,10501,土地1建物1車位1,A六層=113.86,9層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10410,223.937,4房,2廳,2衛,有隔間,有管理組織,16950000,250218,升降平面,51.03,0,無
東區,地+建+車,中正路１８６巷1～30號,52.597,住52.597,,,10501,土地1建物1車位2,A三層=98.95,5層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10309,147.824,3房,2廳,2衛,有隔間,無管理組織,14500000,324264,一樓|法定空地上,0,0,新成屋尚未成立管委會
北區,地+建+車,北大路９２巷31～60號,45.201,住45.201,,,10501,土地1建物1車位1,A九層=114.23，見其他登記事項=43.08,9層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10410,286.509,5房,3廳,3衛,有隔間,有管理組織,22340000,257763,升降平面,51.03,0,無
北區,地+建+車,北大路９２巷31～60號,33.428,住33.428,,,10501,土地1建物1車位1,A八層=113.86,9層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10410,223.937,4房,2廳,2衛,有隔間,有管理組織,17210000,254056,升降平面,51.03,0,無
東區,地+建,南大路５５０巷１２弄1～30號,5.092,住5.092,,,10501,土地1建物1,A三層=21.44,1層,套房,住家用，共同使用部份,鋼筋混凝土造,8302,35.767,1房,1廳,1衛,有隔間,有管理組織,1650000,152503,,0,0,無
北區,地+建,光華街６２巷1～30號,36.54,住36.54,,,10412,土地1建物1,A五層=102.24,5層,公寓,住家用,鋼筋混凝土造,6911,102.24,3房,2廳,2衛,有隔間,無管理組織,3580000,115754,,0,0,無
東區,地+建,中華路一段１０５巷２弄1～30號,75.74,,鄉村區,乙建75.74,10501,土地1建物1,A一層=59.40，二層=59.40，三層=59.40，四層=27.00,4層,透天厝,住家用,加強磚造,6503,205.2,6房,2廳,4衛,有隔間,無管理組織,6600000,106326,,0,0,無
北區,地+建+車,榮濱路91～120號,18.575,商18.575,,,10411,土地1建物1車位1,A九層=83.64,15層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10405,168.254,3房,2廳,2衛,有隔間,有管理組織,7200000,148635,坡道平面,30.36,0,102年9月預售買
東區,地+建+車,長春街１５８巷１弄1～30號,43.884,住43.884,,,10501,土地1建物1車位1,A三層=102.55,5層,公寓,住家用，共同使用部份,鋼筋混凝土造,7912,166.327,3房,2廳,2衛,有隔間,有管理組織,7500000,149064,坡道平面,0,0,無
北區,地+建+車,榮濱路61～90號,14.705,商14.705,,,10411,土地1建物1車位1,A十五層=54.52,15層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10405,133.569,2房,2廳,1衛,有隔間,有管理組織,5570000,147978,坡道平面,30.36,0,102.9預售買
北區,地+建+車,榮濱路61～90號,15.995,商15.995,,,10412,土地1建物1車位1,A十五層=69.19,15層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10405,148.434,3房,2廳,2衛,有隔間,有管理組織,5880000,139428,坡道平面,30.36,0,103年5月預售買
北區,地+建+車,榮濱路61～90號,18.575,商18.575,,,10411,土地1建物1車位1,A十四層=83.08,15層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10405,173.383,4房,2廳,2衛,有隔間,有管理組織,7580000,153244,坡道平面,30.36,0,102年9月預售買
北區,地+建,天府路一段481～510號,7.427,住7.427,,,10502,土地1建物1,A四層=56.10,14層,住宅大樓,見其他登記事項,鋼筋混凝土造,9705,81.111,1房,1廳,1衛,有隔間,有管理組織,3380000,137756,,0,0,無
香山區,地+建+車,中山路６４０巷571～600號,19.236,住19.236,,,10502,土地1建物1車位1,A二層=66.91,8層,華廈,住家用，共同使用部份,鋼筋混凝土造,8705,94.18,2房,2廳,1衛,有隔間,有管理組織,5000000,175504,坡道機械,0,0,私契立契日：105.01.20
北區,地+建+車,榮濱路61～90號,16.253,商16.253,,,10412,土地1建物1車位1,A十二層=71.10,15層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10405,148.753,3房,2廳,2衛,有隔間,有管理組織,6000000,139611,坡道平面,30.36,0,102年9月預售買
北區,地+建+車,榮濱路61～90號,16.511,商16.511,,,10411,土地1建物1車位1,A二層=71.82,15層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10405,152.482,3房,2廳,2衛,有隔間,有管理組織,5750000,131287,坡道平面,30.36,0,102年11月預售買
北區,地+建+車,榮濱路61～90號,15.995,商15.995,,,10412,土地1建物1車位1,A十四層=69.19,15層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10405,148.434,3房,2廳,2衛,有隔間,有管理組織,6000000,141388,坡道平面,30.36,0,103年5月預售買
北區,地+建+車,榮濱路91～120號,16.511,商16.511,,,10411,土地1建物1車位1,A七層=72.05,15層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10405,148.377,3房,2廳,2衛,有隔間,有管理組織,6060000,143136,坡道平面,30.36,0,102年9月預售買
香山區,地+建+車,遊樂街29巷31～60號,24.535,住24.535,,,10412,土地2建物1車位1,A五層=81.60,7層,華廈,住家用，共同使用部份,鋼筋混凝土造,8112,112.23,3房,2廳,2衛,有隔間,有管理組織,4000000,117821,坡道機械,0,0,無
北區,地+建,西濱路一段181～210號,83.971,住83.971,,,10501,土地3建物1,A一層=45.75，二層=47.13，三層=47.13，四層=43.50，見其他登記事項=25.45,4層,透天厝,見其他登記事項,鋼筋混凝土造,10310,208.96,4房,2廳,6衛,有隔間,有管理組織,8600000,136054,,0,0,土地及建物分次登記案件。
北區,地+建+車,延平路一段361～390號,28.03,,鄉村區,乙建28.03,10502,土地3建物1車位1,A八層=65.68,11層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10406,150.052,3房,2廳,2衛,有隔間,有管理組織,8580000,189025,坡道平面,29.38,0,無
香山區,地+建,長興街２９７巷1～30號,93.962,住93.962,,,10412,土地4建物1,A一層=52.28，二層=48.49，三層=49.34，四層=25.52,1層,透天厝,見其他登記事項,鋼筋混凝土造,9602,199.372,5房,1廳,3衛,有隔間,有管理組織,6600000,109434,,0,0,無
東區,土地,前溪段721～750地號,65.15,,特定農業區,農牧65.15,10502,土地1,,,土地,,,,0,,,,有隔間,無管理組織,3700000,187742,,0,0,不動產之共有人數為２人
本案雙方約定若不無法在105年08月31日前變更為建地，則買賣總價金為2412000元整。,,,,,,,,,,,,,,,,,,,,,,,,,,
東區,地+建+車,慈祥路61～90號,13.613,住13.613,,,10501,土地1建物1車位1,A三層=61.31,12層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10003,121.498,2房,2廳,1衛,有隔間,有管理組織,8280000,225287,坡道平面,0,0,1.另有公設權狀
北區,地+建+車,光華南街31～60號,15.392,住15.392,,,10501,土地1建物1車位1,A一層=37.87，二層=25.58,9層,華廈,住家用，共同使用部份,鋼筋混凝土造,8211,138.882,2房,2廳,1衛,有隔間,有管理組織,8100000,192803,坡道平面,0,0,無
北區,地+建,崧嶺路25巷1～30號,99.867,住99.867,,,10501,土地3建物1,A一層=47.28，二層=49.62，三層=47.86，地下一層=49.54，見其他登記事項=25.01,1層,透天厝,見其他登記事項，共同使用部份,鋼筋混凝土造,10312,225.347,4房,2廳,3衛,有隔間,有管理組織,13000000,190707,,0,0,地政士僅受託買賣案件申請登記，並未代理撰擬不動產買賣契約書，本成交資訊係由權利人自行提供屬實。
北區,地+建,崧嶺路25巷1～30號,97.847,住97.847,,,10501,土地3建物1,A一層=47.28，二層=49.62，三層=47.86，地下一層=49.54，見其他登記事項=25.01,1層,透天厝,見其他登記事項，共同使用部份,鋼筋混凝土造,10312,225.347,4房,2廳,3衛,有隔間,有管理組織,14000000,205376,,0,0,地政士僅受託買賣案件申請登記，並未代理撰擬不動產買賣契約書，本成交資訊係由權利人自行提供屬實。
北區,地+建,光華南街１８巷1～30號,26.686,住26.687,,,10502,土地2建物1,A二層=75.75,7層,華廈,住家用，共同使用部份,鋼筋混凝土造,,101.771,3房,2廳,1衛,有隔間,無管理組織,4550000,147796,,0,0,無
北區,土地,東濱段1051～1080地號,176.99,它176.99,,,10501,土地1,,,土地,,,,0,,,,有隔間,無管理組織,12300000,229737,,0,0,無
東區,地+建+車,三民里民權路５６巷1～30號,5.456,商5.456,,,10502,土地1建物1車位1,A十二層=19.44,12層,套房,見其他登記事項，共同使用部份,鋼筋混凝土造,10308,63.502,1房,1廳,1衛,有隔間,有管理組織,4430000,285612,升降機械,20.33,700000,無
香山區,地+建+車,中華路四段271～300號,16.337,住16.337,,,10412,土地1建物1車位1,A四層=56.54,13層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10405,128.517,2房,2廳,1衛,有隔間,有管理組織,5920000,170330,坡道平面,34,1050000,無
東區,地+建+車,關新東路241～270號,48.041,住48.041,,,10501,土地2建物1車位2,A七層=185.05,26層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10207,372.371,4房,2廳,3衛,有隔間,有管理組織,29150000,258784,坡道平面,55.14,0,無
東區,地+建+車,光復路一段61～90號,14.219,住14.219,,,10501,土地1建物1車位2,A四層=23.93,6層,套房,住家用，共同使用部份，見其他登記事項,鋼筋混凝土造,8808,68.095,1房,1廳,1衛,有隔間,有管理組織,2130000,103405,坡道機械,0,0,無
東區,地+建,金山二十三街91～120號,6.268,它6.268,,,10501,土地1建物1,A六層=15.33,6層,套房,住家用，見其他登記事項,鋼筋混凝土造,9411,26.714,1房,1廳,1衛,有隔間,有管理組織,2800000,346495,,0,0,無
東區,地+建,光復路一段459巷1～30號,21.522,它21.521,,,10502,土地2建物1,A一層=35.30,7層,華廈,共同使用部份,鋼筋混凝土造,10404,75.761,1房,1廳,2衛,有隔間,有管理組織,6500000,283622,,0,0,與收件號第36830號連件
香山區,地+建,柯湳一街８０巷1～30號,63.072,,山坡地保育區,丙建63.072,10502,土地2建物1,A二層=66.56,5層,公寓,住家用，見其他登記事項,鋼筋混凝土造,9005,80.532,4房,,4衛,有隔間,有管理組織,2310000,94824,,0,0,無
北區,地+建,水田街９１巷1～30號,32.25,住32.25,,,10412,土地1建物1,A一層=35.47，二層=33.35，地下層=40.66,5層,公寓,住家用，共同使用部份,鋼筋混凝土造,8301,133.77,2房,2廳,2衛,有隔間,無管理組織,4100000,101321,,0,0,無
北區,地+建+車,凌雲街31～60號,53.498,住53.498,,,10502,土地1建物1車位1,A三層=116.63,14層,住宅大樓,見其他登記事項,鋼筋混凝土造,9803,207.029,4房,2廳,2衛,有隔間,有管理組織,8600000,137323,坡道平面,0,0,無
東區,地+建+車,關新東路151～180號,21.54,住21.54,,,10501,土地1建物1車位1,A七層=41.27,8層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10311,111.447,2房,2廳,2衛,有隔間,有管理組織,9000000,266961,坡道機械,8.27,0,無
東區,地+建,興學街91～120號,65,住65,,,10412,土地1建物1,A一層=26.10，二層=42.30，騎樓=16.20,2層,透天厝,見其他登記事項,加強磚造,6608,84.6,4房,3廳,3衛,有隔間,無管理組織,10500000,410292,,0,0,本買賣含增建部分
東區,地+建,興學街61～90號,47.333,住47.333,,,10412,土地1建物1,,2層,透天厝,住家用,加強磚造,,80.507,4房,3廳,3衛,有隔間,無管理組織,7980000,327677,,0,0,含增建或未登記建物。
北區,車位,經國路二段511～540號,1.215,商1.214,,,10502,車位1,,13層,車位,見其他登記事項,鋼筋混凝土造,9512,21.681,,,,有隔間,有管理組織,550000,83861,坡道平面,21.68,550000,單獨車位交易。一個車位為2筆土地一筆建號，土地價格為32萬建物價格為23萬
北區,車位,經國路二段511～540號,2.429,商2.429,,,10502,車位2,,13層,車位,見其他登記事項,鋼筋混凝土造,9512,43.362,,,,有隔間,有管理組織,880000,67089,坡道平面,43.36,880000,單獨車位交易。一個車位為2筆土地一筆建號，土地價格共51萬建物價格共37萬元。
東區,地+建+車,龍山東路271～300號,39.566,住39.566,,,10502,土地1建物1車位2,A十七層=136.19,25層,住宅大樓,共同使用部份，見其他登記事項,鋼筋混凝土造,10107,291.481,3房,2廳,2衛,有隔間,有管理組織,17000000,210963,坡道平面,67.4,0,無
東區,地+建+車,龍山西路91～120號,12.781,住12.781,,,10501,土地1建物1車位1,A二層=51.62,14層,套房,見其他登記事項，共同使用部份,鋼筋混凝土造,10205,104.407,1房,1廳,1衛,有隔間,有管理組織,5930000,187758,坡道機械,23.23,0,無
東區,地+建+車,崇和路1～30號,35.555,住35.555,,,10502,土地1建物1車位2,A六層=165.92,23層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10401,318.551,4房,2廳,2衛,有隔間,有管理組織,22450000,232976,坡道平面,40.33,0,無
東區,地+建+車,崇和路1～30號,28.938,住28.938,,,10412,土地1建物1車位2,A十七層=137.62,23層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10401,261.758,4房,2廳,2衛,有隔間,有管理組織,19350000,244374,坡道平面,34.9,0,無
香山區,地+建,五福路一段１９巷２０弄1～30號,130.81,,山坡地保育區,丙建130.81,10502,土地2建物1,A一層=44.40，二層=45.02，三層=46.45，四層=45.47,4層,透天厝,住家用,鋼筋混凝土造,8610,199.31,5房,2廳,3衛,有隔間,有管理組織,4600000,76296,,0,0,無
東區,地+建+車,慈濟路211～240號,22.545,住22.545,,,10412,土地1建物1車位2,A二十二層=102.59,23層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10401,205.382,3房,2廳,2衛,有隔間,有管理組織,16900000,272019,坡道平面,28.04,0,權利共2人
北區,地+建+車,武陵路１７５巷1～30號,20.973,住20.974,,,10501,土地2建物1車位1,A十六層=98.92,21層,住宅大樓,住家用，見其他登記事項,鋼筋混凝土造,8706,195.748,4房,2廳,2衛,有隔間,有管理組織,8820000,148952,坡道平面,0,0,無
東區,地+建,光復路一段３８５巷1～30號,25.705,住25.705,,,10501,土地1建物1,A五層=74.44,5層,華廈,住家用，共同使用部份,鋼筋混凝土造,7211,102.797,3房,2廳,2衛,有隔間,有管理組織,3800000,122202,,0,0,無
北區,地+建,中華路三段１２１巷61～90號,38.417,住38.417,,,10501,土地2建物1,,4層,透天厝,見其他登記事項,鋼筋混凝土造,9602,92.875,5房,2廳,4衛,有隔間,無管理組織,5000000,177970,,0,0,增建5樓約6坪
